date,channel,campaign,objective,impressions,clicks,ctr_pct,cpc,spend,conversions,conversion_rate_pct,cac,revenue,roas,data_status
2020-12-05,Google Ads,Non-Brand Search,Search,21150,1155,5.46,1.65,1905.94,25,2.16,76.24,1829.52,0.96,SIMULATED
2020-12-05,Google Ads,Shopping,Sales,24675,1647,6.67,1.35,2223.6,46,2.79,48.34,3597.05,1.62,SIMULATED
2020-12-05,Meta Ads,Prospecting,Acquisition,26438,578,2.19,1.05,606.44,7,1.21,86.63,430.03,0.71,SIMULATED
2020-12-05,Meta Ads,Retargeting,Conversion,15863,616,3.88,1.25,770.08,22,3.57,35.0,1832.6,2.38,SIMULATED
2020-12-06,Display,Remarketing,Conversion,10619,318,2.99,0.9,286.28,6,1.89,47.71,445.2,1.56,SIMULATED
2020-12-06,Google Ads,Brand Search,Search,28318,2884,10.18,1.1,3172.45,115,3.99,27.59,7844.48,2.47,SIMULATED
2020-12-06,Google Ads,Non-Brand Search,Search,21238,1145,5.39,1.65,1889.48,25,2.18,75.58,1813.68,0.96,SIMULATED
2020-12-06,Google Ads,Shopping,Sales,24778,1633,6.59,1.35,2204.39,46,2.82,47.92,3566.47,1.62,SIMULATED
2020-12-06,Meta Ads,Prospecting,Acquisition,26548,573,2.16,1.05,601.2,7,1.22,85.89,426.31,0.71,SIMULATED
2020-12-06,Meta Ads,Retargeting,Conversion,15929,611,3.84,1.25,763.42,21,3.44,36.35,1817.73,2.38,SIMULATED
2020-12-07,Display,Remarketing,Conversion,10691,315,2.95,0.9,283.14,6,1.9,47.19,441.0,1.56,SIMULATED
2020-12-07,Google Ads,Brand Search,Search,28510,2852,10.0,1.1,3137.61,114,4.0,27.52,7757.44,2.47,SIMULATED
2020-12-07,Google Ads,Non-Brand Search,Search,21383,1133,5.3,1.65,1868.73,25,2.21,74.75,1794.67,0.96,SIMULATED
2020-12-07,Google Ads,Shopping,Sales,24947,1615,6.47,1.35,2180.18,45,2.79,48.45,3527.16,1.62,SIMULATED
2020-12-07,Meta Ads,Prospecting,Acquisition,26728,566,2.12,1.05,594.59,7,1.24,84.94,421.1,0.71,SIMULATED
2020-12-07,Meta Ads,Retargeting,Conversion,16037,604,3.77,1.25,755.04,21,3.48,35.95,1796.9,2.38,SIMULATED
2020-12-08,Display,Remarketing,Conversion,10790,311,2.88,0.9,279.47,6,1.93,46.58,435.4,1.56,SIMULATED
2020-12-08,Google Ads,Brand Search,Search,28774,2815,9.78,1.1,3096.97,113,4.01,27.41,7656.8,2.47,SIMULATED
2020-12-08,Google Ads,Non-Brand Search,Search,21581,1118,5.18,1.65,1844.52,25,2.24,73.78,1770.91,0.96,SIMULATED
2020-12-08,Google Ads,Shopping,Sales,25177,1594,6.33,1.35,2151.94,45,2.82,47.82,3481.3,1.62,SIMULATED
2020-12-08,Meta Ads,Prospecting,Acquisition,26976,559,2.07,1.05,586.89,7,1.25,83.84,415.9,0.71,SIMULATED
2020-12-08,Meta Ads,Retargeting,Conversion,16185,596,3.68,1.25,745.26,21,3.52,35.49,1773.1,2.38,SIMULATED
2020-12-09,Display,Remarketing,Conversion,10914,306,2.8,0.9,275.43,6,1.96,45.91,428.4,1.56,SIMULATED
2020-12-09,Google Ads,Brand Search,Search,29103,2775,9.54,1.1,3052.14,111,4.0,27.5,7548.0,2.47,SIMULATED
2020-12-09,Google Ads,Non-Brand Search,Search,21828,1102,5.05,1.65,1817.82,24,2.18,75.74,1745.57,0.96,SIMULATED
2020-12-09,Google Ads,Shopping,Sales,25465,1571,6.17,1.35,2120.79,44,2.8,48.2,3431.06,1.62,SIMULATED
2020-12-09,Meta Ads,Prospecting,Acquisition,27284,551,2.02,1.05,578.4,7,1.27,82.63,409.94,0.71,SIMULATED
2020-12-09,Meta Ads,Retargeting,Conversion,16371,588,3.59,1.25,734.47,21,3.57,34.97,1749.3,2.38,SIMULATED
2020-12-10,Display,Remarketing,Conversion,11059,301,2.72,0.9,271.17,6,1.99,45.2,421.4,1.55,SIMULATED
2020-12-10,Google Ads,Brand Search,Search,29492,2732,9.26,1.1,3004.91,109,3.99,27.57,7431.04,2.47,SIMULATED
2020-12-10,Google Ads,Non-Brand Search,Search,22119,1085,4.91,1.65,1789.69,24,2.21,74.57,1718.64,0.96,SIMULATED
2020-12-10,Google Ads,Shopping,Sales,25805,1547,5.99,1.35,2087.97,43,2.78,48.56,3378.65,1.62,SIMULATED
2020-12-10,Meta Ads,Prospecting,Acquisition,27649,542,1.96,1.05,569.45,7,1.29,81.35,403.25,0.71,SIMULATED
2020-12-10,Meta Ads,Retargeting,Conversion,16589,578,3.48,1.25,723.11,20,3.46,36.16,1719.55,2.38,SIMULATED
2020-12-11,Display,Remarketing,Conversion,11224,297,2.65,0.9,266.86,6,2.02,44.48,415.8,1.56,SIMULATED
2020-12-11,Google Ads,Brand Search,Search,29931,2688,8.98,1.1,2957.17,108,4.02,27.38,7311.36,2.47,SIMULATED
2020-12-11,Google Ads,Non-Brand Search,Search,22449,1067,4.75,1.65,1761.26,23,2.16,76.58,1690.13,0.96,SIMULATED
2020-12-11,Google Ads,Shopping,Sales,26190,1522,5.81,1.35,2054.8,43,2.83,47.79,3324.05,1.62,SIMULATED
2020-12-11,Meta Ads,Prospecting,Acquisition,28061,534,1.9,1.05,560.4,6,1.12,93.4,397.3,0.71,SIMULATED
2020-12-11,Meta Ads,Retargeting,Conversion,16836,569,3.38,1.25,711.62,20,3.51,35.58,1692.78,2.38,SIMULATED
2020-12-12,Display,Remarketing,Conversion,11405,292,2.56,0.9,262.67,6,2.05,43.78,408.8,1.56,SIMULATED
2020-12-12,Google Ads,Brand Search,Search,30413,2646,8.7,1.1,2910.82,106,4.01,27.46,7197.12,2.47,SIMULATED
2020-12-12,Google Ads,Non-Brand Search,Search,22810,1051,4.61,1.65,1733.65,23,2.19,75.38,1664.78,0.96,SIMULATED
2020-12-12,Google Ads,Shopping,Sales,26611,1498,5.63,1.35,2022.59,42,2.8,48.16,3271.63,1.62,SIMULATED
2020-12-12,Meta Ads,Prospecting,Acquisition,28512,525,1.84,1.05,551.62,6,1.14,91.94,390.6,0.71,SIMULATED
2020-12-12,Meta Ads,Retargeting,Conversion,17107,560,3.27,1.25,700.46,20,3.57,35.02,1666.0,2.38,SIMULATED
2020-12-13,Display,Remarketing,Conversion,11598,288,2.48,0.9,258.78,6,2.08,43.13,403.2,1.56,SIMULATED
2020-12-13,Google Ads,Brand Search,Search,30927,2607,8.43,1.1,2867.7,104,3.99,27.57,7091.04,2.47,SIMULATED
2020-12-13,Google Ads,Non-Brand Search,Search,23195,1035,4.46,1.65,1707.97,23,2.22,74.26,1639.44,0.96,SIMULATED
2020-12-13,Google Ads,Shopping,Sales,27061,1476,5.45,1.35,1992.63,41,2.78,48.6,3223.58,1.62,SIMULATED
2020-12-13,Meta Ads,Prospecting,Acquisition,28994,518,1.79,1.05,543.45,6,1.16,90.58,385.39,0.71,SIMULATED
2020-12-13,Meta Ads,Retargeting,Conversion,17396,552,3.17,1.25,690.09,19,3.44,36.32,1642.2,2.38,SIMULATED
2020-12-14,Display,Remarketing,Conversion,11799,284,2.41,0.9,255.34,6,2.11,42.56,397.6,1.56,SIMULATED
2020-12-14,Google Ads,Brand Search,Search,31463,2572,8.17,1.1,2829.54,103,4.0,27.47,6995.84,2.47,SIMULATED
2020-12-14,Google Ads,Non-Brand Search,Search,23597,1021,4.33,1.65,1685.24,22,2.15,76.6,1617.26,0.96,SIMULATED
2020-12-14,Google Ads,Shopping,Sales,27530,1456,5.29,1.35,1966.12,41,2.82,47.95,3179.9,1.62,SIMULATED
2020-12-14,Meta Ads,Prospecting,Acquisition,29496,511,1.73,1.05,536.21,6,1.17,89.37,380.18,0.71,SIMULATED
2020-12-14,Meta Ads,Retargeting,Conversion,17698,545,3.08,1.25,680.91,19,3.49,35.84,1621.38,2.38,SIMULATED
2020-12-15,Display,Remarketing,Conversion,12004,281,2.34,0.9,252.48,6,2.14,42.08,393.4,1.56,SIMULATED
2020-12-15,Google Ads,Brand Search,Search,32010,2544,7.95,1.1,2797.86,102,4.01,27.43,6919.68,2.47,SIMULATED
2020-12-15,Google Ads,Non-Brand Search,Search,24007,1010,4.21,1.65,1666.37,22,2.18,75.74,1599.84,0.96,SIMULATED
2020-12-15,Google Ads,Shopping,Sales,28008,1440,5.14,1.35,1944.1,40,2.78,48.6,3144.96,1.62,SIMULATED
2020-12-15,Meta Ads,Prospecting,Acquisition,30009,505,1.68,1.05,530.21,6,1.19,88.37,375.72,0.71,SIMULATED
2020-12-15,Meta Ads,Retargeting,Conversion,18005,539,2.99,1.25,673.28,19,3.53,35.44,1603.53,2.38,SIMULATED
2020-12-16,Display,Remarketing,Conversion,12209,278,2.28,0.9,250.32,6,2.16,41.72,389.2,1.55,SIMULATED
2020-12-16,Google Ads,Brand Search,Search,32556,2522,7.75,1.1,2773.91,101,4.0,27.46,6859.84,2.47,SIMULATED
2020-12-16,Google Ads,Non-Brand Search,Search,24417,1001,4.1,1.65,1652.11,22,2.2,75.1,1585.58,0.96,SIMULATED
2020-12-16,Google Ads,Shopping,Sales,28487,1428,5.01,1.35,1927.46,40,2.8,48.19,3118.75,1.62,SIMULATED
2020-12-16,Meta Ads,Prospecting,Acquisition,30522,501,1.64,1.05,525.67,6,1.2,87.61,372.74,0.71,SIMULATED
2020-12-16,Meta Ads,Retargeting,Conversion,18313,534,2.92,1.25,667.52,19,3.56,35.13,1588.65,2.38,SIMULATED
2020-12-17,Display,Remarketing,Conversion,12409,277,2.23,0.9,248.94,6,2.17,41.49,387.8,1.56,SIMULATED
2020-12-17,Google Ads,Brand Search,Search,33092,2508,7.58,1.1,2758.66,100,3.99,27.59,6821.76,2.47,SIMULATED
2020-12-17,Google Ads,Non-Brand Search,Search,24819,996,4.01,1.65,1643.03,22,2.21,74.68,1577.66,0.96,SIMULATED
2020-12-17,Google Ads,Shopping,Sales,28955,1420,4.9,1.35,1916.86,40,2.82,47.92,3101.28,1.62,SIMULATED
2020-12-17,Meta Ads,Prospecting,Acquisition,31023,498,1.61,1.05,522.78,6,1.2,87.13,370.51,0.71,SIMULATED
2020-12-17,Meta Ads,Retargeting,Conversion,18614,531,2.85,1.25,663.85,19,3.58,34.94,1579.73,2.38,SIMULATED
2020-12-18,Display,Remarketing,Conversion,12602,276,2.19,0.9,248.41,6,2.17,41.4,386.4,1.56,SIMULATED
2020-12-18,Google Ads,Brand Search,Search,33605,2502,7.45,1.1,2752.71,100,4.0,27.53,6805.44,2.47,SIMULATED
2020-12-18,Google Ads,Non-Brand Search,Search,25203,994,3.94,1.65,1639.48,22,2.21,74.52,1574.5,0.96,SIMULATED
2020-12-18,Google Ads,Shopping,Sales,29404,1417,4.82,1.35,1912.73,40,2.82,47.82,3094.73,1.62,SIMULATED
2020-12-18,Meta Ads,Prospecting,Acquisition,31504,497,1.58,1.05,521.65,6,1.21,86.94,369.77,0.71,SIMULATED
2020-12-18,Meta Ads,Retargeting,Conversion,18903,530,2.8,1.25,662.42,19,3.58,34.86,1576.75,2.38,SIMULATED
2020-12-19,Display,Remarketing,Conversion,12782,276,2.16,0.9,248.73,6,2.17,41.45,386.4,1.55,SIMULATED
2020-12-19,Google Ads,Brand Search,Search,34085,2506,7.35,1.1,2756.31,100,3.99,27.56,6816.32,2.47,SIMULATED
2020-12-19,Google Ads,Non-Brand Search,Search,25564,995,3.89,1.65,1641.62,22,2.21,74.62,1576.08,0.96,SIMULATED
2020-12-19,Google Ads,Shopping,Sales,29824,1419,4.76,1.35,1915.23,40,2.82,47.88,3099.1,1.62,SIMULATED
2020-12-19,Meta Ads,Prospecting,Acquisition,31955,497,1.56,1.05,522.33,6,1.21,87.06,369.77,0.71,SIMULATED
2020-12-19,Meta Ads,Retargeting,Conversion,19173,531,2.77,1.25,663.28,19,3.58,34.91,1579.73,2.38,SIMULATED
2020-12-20,Display,Remarketing,Conversion,12946,278,2.15,0.9,249.9,6,2.16,41.65,389.2,1.56,SIMULATED
2020-12-20,Google Ads,Brand Search,Search,34523,2518,7.29,1.1,2769.29,101,4.01,27.42,6848.96,2.47,SIMULATED
2020-12-20,Google Ads,Non-Brand Search,Search,25892,1000,3.86,1.65,1649.36,22,2.2,74.97,1584.0,0.96,SIMULATED
2020-12-20,Google Ads,Shopping,Sales,30207,1425,4.72,1.35,1924.25,40,2.81,48.11,3112.2,1.62,SIMULATED
2020-12-20,Meta Ads,Prospecting,Acquisition,32365,500,1.54,1.05,524.8,6,1.2,87.47,372.0,0.71,SIMULATED
2020-12-20,Meta Ads,Retargeting,Conversion,19419,533,2.74,1.25,666.41,19,3.56,35.07,1585.68,2.38,SIMULATED
2020-12-21,Display,Remarketing,Conversion,13091,280,2.14,0.9,251.88,6,2.14,41.98,392.0,1.56,SIMULATED
2020-12-21,Google Ads,Brand Search,Search,34909,2537,7.27,1.1,2791.16,101,3.98,27.64,6900.64,2.47,SIMULATED
2020-12-21,Google Ads,Non-Brand Search,Search,26182,1008,3.85,1.65,1662.38,22,2.18,75.56,1596.67,0.96,SIMULATED
2020-12-21,Google Ads,Shopping,Sales,30546,1437,4.7,1.35,1939.45,40,2.78,48.49,3138.41,1.62,SIMULATED
2020-12-21,Meta Ads,Prospecting,Acquisition,32727,504,1.54,1.05,528.94,6,1.19,88.16,374.98,0.71,SIMULATED
2020-12-21,Meta Ads,Retargeting,Conversion,19636,537,2.73,1.25,671.67,19,3.54,35.35,1597.58,2.38,SIMULATED
2020-12-22,Display,Remarketing,Conversion,13214,283,2.14,0.9,254.57,6,2.12,42.43,396.2,1.56,SIMULATED
2020-12-22,Google Ads,Brand Search,Search,35236,2565,7.28,1.1,2821.03,103,4.02,27.39,6976.8,2.47,SIMULATED
2020-12-22,Google Ads,Non-Brand Search,Search,26427,1018,3.85,1.65,1680.17,22,2.16,76.37,1612.51,0.96,SIMULATED
2020-12-22,Google Ads,Shopping,Sales,30832,1452,4.71,1.35,1960.2,41,2.82,47.81,3171.17,1.62,SIMULATED
2020-12-22,Meta Ads,Prospecting,Acquisition,33034,509,1.54,1.05,534.6,6,1.18,89.1,378.7,0.71,SIMULATED
2020-12-22,Meta Ads,Retargeting,Conversion,19821,543,2.74,1.25,678.86,19,3.5,35.73,1615.43,2.38,SIMULATED
2020-12-23,Display,Remarketing,Conversion,13312,287,2.16,0.9,257.88,6,2.09,42.98,401.8,1.56,SIMULATED
2020-12-23,Google Ads,Brand Search,Search,35498,2598,7.32,1.1,2857.72,104,4.0,27.48,7066.56,2.47,SIMULATED
2020-12-23,Google Ads,Non-Brand Search,Search,26623,1032,3.88,1.65,1702.03,23,2.23,74.0,1634.69,0.96,SIMULATED
2020-12-23,Google Ads,Shopping,Sales,31061,1471,4.74,1.35,1985.7,41,2.79,48.43,3212.66,1.62,SIMULATED
2020-12-23,Meta Ads,Prospecting,Acquisition,33279,516,1.55,1.05,541.55,6,1.16,90.26,383.9,0.71,SIMULATED
2020-12-23,Meta Ads,Retargeting,Conversion,19967,550,2.75,1.25,687.69,19,3.45,36.19,1636.25,2.38,SIMULATED
2020-12-24,Display,Remarketing,Conversion,13383,291,2.17,0.9,261.68,6,2.06,43.61,407.4,1.56,SIMULATED
2020-12-24,Google Ads,Brand Search,Search,35688,2636,7.39,1.1,2899.77,105,3.98,27.62,7169.92,2.47,SIMULATED
2020-12-24,Google Ads,Non-Brand Search,Search,26766,1047,3.91,1.65,1727.07,23,2.2,75.09,1658.45,0.96,SIMULATED
2020-12-24,Google Ads,Shopping,Sales,31227,1493,4.78,1.35,2014.91,42,2.81,47.97,3260.71,1.62,SIMULATED
2020-12-24,Meta Ads,Prospecting,Acquisition,33457,523,1.56,1.05,549.52,6,1.15,91.59,389.11,0.71,SIMULATED
2020-12-24,Meta Ads,Retargeting,Conversion,20074,558,2.78,1.25,697.8,20,3.58,34.89,1660.05,2.38,SIMULATED
2020-12-25,Display,Remarketing,Conversion,13426,295,2.2,0.9,265.8,6,2.03,44.3,413.0,1.55,SIMULATED
2020-12-25,Google Ads,Brand Search,Search,35803,2678,7.48,1.1,2945.49,107,4.0,27.53,7284.16,2.47,SIMULATED
2020-12-25,Google Ads,Non-Brand Search,Search,26852,1063,3.96,1.65,1754.3,23,2.16,76.27,1683.79,0.96,SIMULATED
2020-12-25,Google Ads,Shopping,Sales,31327,1516,4.84,1.35,2046.68,42,2.77,48.73,3310.94,1.62,SIMULATED
2020-12-25,Meta Ads,Prospecting,Acquisition,33565,532,1.58,1.05,558.19,6,1.13,93.03,395.81,0.71,SIMULATED
2020-12-25,Meta Ads,Retargeting,Conversion,20139,567,2.82,1.25,708.81,20,3.53,35.44,1686.83,2.38,SIMULATED
2020-12-26,Display,Remarketing,Conversion,13440,300,2.23,0.9,270.1,6,2.0,45.02,420.0,1.55,SIMULATED
2020-12-26,Google Ads,Brand Search,Search,35840,2721,7.59,1.1,2993.06,109,4.01,27.46,7401.12,2.47,SIMULATED
2020-12-26,Google Ads,Non-Brand Search,Search,26880,1080,4.02,1.65,1782.63,24,2.22,74.28,1710.72,0.96,SIMULATED
2020-12-26,Google Ads,Shopping,Sales,31360,1541,4.91,1.35,2079.74,43,2.79,48.37,3365.54,1.62,SIMULATED
2020-12-26,Meta Ads,Prospecting,Acquisition,33600,540,1.61,1.05,567.2,6,1.11,94.53,401.76,0.71,SIMULATED
2020-12-26,Meta Ads,Retargeting,Conversion,20160,576,2.86,1.25,720.25,20,3.47,36.01,1713.6,2.38,SIMULATED
2020-12-27,Display,Remarketing,Conversion,13425,305,2.27,0.9,274.38,6,1.97,45.73,427.0,1.56,SIMULATED
2020-12-27,Google Ads,Brand Search,Search,35799,2764,7.72,1.1,3040.59,111,4.02,27.39,7518.08,2.47,SIMULATED
2020-12-27,Google Ads,Non-Brand Search,Search,26849,1098,4.09,1.65,1810.94,24,2.19,75.46,1739.23,0.96,SIMULATED
2020-12-27,Google Ads,Shopping,Sales,31324,1565,5.0,1.35,2112.76,44,2.81,48.02,3417.96,1.62,SIMULATED
2020-12-27,Meta Ads,Prospecting,Acquisition,33562,549,1.64,1.05,576.21,7,1.28,82.32,408.46,0.71,SIMULATED
2020-12-27,Meta Ads,Retargeting,Conversion,20137,585,2.91,1.25,731.69,20,3.42,36.58,1740.38,2.38,SIMULATED
2020-12-28,Display,Remarketing,Conversion,13380,309,2.31,0.9,278.5,6,1.94,46.42,432.6,1.55,SIMULATED
2020-12-28,Google Ads,Brand Search,Search,35681,2806,7.86,1.1,3086.19,112,3.99,27.56,7632.32,2.47,SIMULATED
2020-12-28,Google Ads,Non-Brand Search,Search,26761,1114,4.16,1.65,1838.1,25,2.24,73.52,1764.58,0.96,SIMULATED
2020-12-28,Google Ads,Shopping,Sales,31221,1588,5.09,1.35,2144.45,44,2.77,48.74,3468.19,1.62,SIMULATED
2020-12-28,Meta Ads,Prospecting,Acquisition,33451,557,1.67,1.05,584.85,7,1.26,83.55,414.41,0.71,SIMULATED
2020-12-28,Meta Ads,Retargeting,Conversion,20071,594,2.96,1.25,742.67,21,3.54,35.37,1767.15,2.38,SIMULATED
2020-12-29,Display,Remarketing,Conversion,13308,314,2.36,0.9,282.28,6,1.91,47.05,439.6,1.56,SIMULATED
2020-12-29,Google Ads,Brand Search,Search,35488,2844,8.01,1.1,3128.03,114,4.01,27.44,7735.68,2.47,SIMULATED
2020-12-29,Google Ads,Non-Brand Search,Search,26616,1129,4.24,1.65,1863.02,25,2.21,74.52,1788.34,0.96,SIMULATED
2020-12-29,Google Ads,Shopping,Sales,31052,1610,5.18,1.35,2173.52,45,2.8,48.3,3516.24,1.62,SIMULATED
2020-12-29,Meta Ads,Prospecting,Acquisition,33270,565,1.7,1.05,592.78,7,1.24,84.68,420.36,0.71,SIMULATED
2020-12-29,Meta Ads,Retargeting,Conversion,19962,602,3.02,1.25,752.73,21,3.49,35.84,1790.95,2.38,SIMULATED
2020-12-30,Display,Remarketing,Conversion,13209,317,2.4,0.9,285.56,6,1.89,47.59,443.8,1.55,SIMULATED
2020-12-30,Google Ads,Brand Search,Search,35223,2877,8.17,1.1,3164.44,115,4.0,27.52,7825.44,2.47,SIMULATED
2020-12-30,Google Ads,Non-Brand Search,Search,26418,1142,4.32,1.65,1884.7,25,2.19,75.39,1808.93,0.96,SIMULATED
2020-12-30,Google Ads,Shopping,Sales,30820,1629,5.29,1.35,2198.82,46,2.82,47.8,3557.74,1.62,SIMULATED
2020-12-30,Meta Ads,Prospecting,Acquisition,33022,571,1.73,1.05,599.68,7,1.23,85.67,424.82,0.71,SIMULATED
2020-12-30,Meta Ads,Retargeting,Conversion,19813,609,3.07,1.25,761.5,21,3.45,36.26,1811.78,2.38,SIMULATED
2020-12-31,Display,Remarketing,Conversion,13085,320,2.45,0.9,288.23,6,1.88,48.04,448.0,1.55,SIMULATED
2020-12-31,Google Ads,Brand Search,Search,34893,2904,8.32,1.1,3193.98,116,3.99,27.53,7898.88,2.47,SIMULATED
2020-12-31,Google Ads,Non-Brand Search,Search,26170,1153,4.41,1.65,1902.3,25,2.17,76.09,1826.35,0.96,SIMULATED
2020-12-31,Google Ads,Shopping,Sales,30532,1644,5.38,1.35,2219.35,46,2.8,48.25,3590.5,1.62,SIMULATED
2020-12-31,Meta Ads,Prospecting,Acquisition,32713,576,1.76,1.05,605.28,7,1.22,86.47,428.54,0.71,SIMULATED
2020-12-31,Meta Ads,Retargeting,Conversion,19628,615,3.13,1.25,768.61,22,3.58,34.94,1829.63,2.38,SIMULATED
2021-01-01,Display,Remarketing,Conversion,12939,322,2.49,0.9,290.17,6,1.86,48.36,450.8,1.55,SIMULATED
2021-01-01,Google Ads,Brand Search,Search,34504,2923,8.47,1.1,3215.47,117,4.0,27.48,7950.56,2.47,SIMULATED
2021-01-01,Google Ads,Non-Brand Search,Search,25878,1161,4.49,1.65,1915.1,26,2.24,73.66,1839.02,0.96,SIMULATED
2021-01-01,Google Ads,Shopping,Sales,30191,1655,5.48,1.35,2234.28,46,2.78,48.57,3614.52,1.62,SIMULATED
2021-01-01,Meta Ads,Prospecting,Acquisition,32348,580,1.79,1.05,609.35,7,1.21,87.05,431.52,0.71,SIMULATED
2021-01-01,Meta Ads,Retargeting,Conversion,19409,619,3.19,1.25,773.78,22,3.55,35.17,1841.53,2.38,SIMULATED
2021-01-02,Display,Remarketing,Conversion,12774,324,2.54,0.9,291.3,6,1.85,48.55,453.6,1.56,SIMULATED
2021-01-02,Google Ads,Brand Search,Search,34065,2935,8.62,1.1,3228.05,117,3.99,27.59,7983.2,2.47,SIMULATED
2021-01-02,Google Ads,Non-Brand Search,Search,25548,1165,4.56,1.65,1922.59,26,2.23,73.95,1845.36,0.96,SIMULATED
2021-01-02,Google Ads,Shopping,Sales,29806,1661,5.57,1.35,2243.02,47,2.83,47.72,3627.62,1.62,SIMULATED
2021-01-02,Meta Ads,Prospecting,Acquisition,31936,583,1.83,1.05,611.73,7,1.2,87.39,433.75,0.71,SIMULATED
2021-01-02,Meta Ads,Retargeting,Conversion,19161,621,3.24,1.25,776.8,22,3.54,35.31,1847.48,2.38,SIMULATED
2021-01-03,Display,Remarketing,Conversion,12593,324,2.57,0.9,291.59,6,1.85,48.6,453.6,1.56,SIMULATED
2021-01-03,Google Ads,Brand Search,Search,33583,2937,8.75,1.1,3231.22,117,3.98,27.62,7988.64,2.47,SIMULATED
2021-01-03,Google Ads,Non-Brand Search,Search,25187,1166,4.63,1.65,1924.48,26,2.23,74.02,1846.94,0.96,SIMULATED
2021-01-03,Google Ads,Shopping,Sales,29385,1663,5.66,1.35,2245.23,47,2.83,47.77,3631.99,1.62,SIMULATED
2021-01-03,Meta Ads,Prospecting,Acquisition,31484,583,1.85,1.05,612.33,7,1.2,87.48,433.75,0.71,SIMULATED
2021-01-03,Meta Ads,Retargeting,Conversion,18890,622,3.29,1.25,777.57,22,3.54,35.34,1850.45,2.38,SIMULATED
2021-01-04,Display,Remarketing,Conversion,12401,323,2.6,0.9,291.01,6,1.86,48.5,452.2,1.55,SIMULATED
2021-01-04,Google Ads,Brand Search,Search,33068,2932,8.87,1.1,3224.86,117,3.99,27.56,7975.04,2.47,SIMULATED
2021-01-04,Google Ads,Non-Brand Search,Search,24801,1164,4.69,1.65,1920.69,26,2.23,73.87,1843.78,0.96,SIMULATED
2021-01-04,Google Ads,Shopping,Sales,28935,1660,5.74,1.35,2240.8,46,2.77,48.71,3625.44,1.62,SIMULATED
2021-01-04,Meta Ads,Prospecting,Acquisition,31002,582,1.88,1.05,611.13,7,1.2,87.3,433.01,0.71,SIMULATED
2021-01-04,Meta Ads,Retargeting,Conversion,18601,621,3.34,1.25,776.04,22,3.54,35.27,1847.48,2.38,SIMULATED
2021-01-05,Display,Remarketing,Conversion,12200,322,2.64,0.9,289.6,6,1.86,48.27,450.8,1.56,SIMULATED
2021-01-05,Google Ads,Brand Search,Search,32532,2917,8.97,1.1,3209.21,117,4.01,27.43,7934.24,2.47,SIMULATED
2021-01-05,Google Ads,Non-Brand Search,Search,24399,1158,4.75,1.65,1911.37,25,2.16,76.45,1834.27,0.96,SIMULATED
2021-01-05,Google Ads,Shopping,Sales,28466,1652,5.8,1.35,2229.93,46,2.78,48.48,3607.97,1.62,SIMULATED
2021-01-05,Meta Ads,Prospecting,Acquisition,30499,579,1.9,1.05,608.16,7,1.21,86.88,430.78,0.71,SIMULATED
2021-01-05,Meta Ads,Retargeting,Conversion,18299,618,3.38,1.25,772.27,22,3.56,35.1,1838.55,2.38,SIMULATED
2021-01-06,Display,Remarketing,Conversion,11995,319,2.66,0.9,287.41,6,1.88,47.9,446.6,1.55,SIMULATED
2021-01-06,Google Ads,Brand Search,Search,31985,2895,9.05,1.1,3184.9,116,4.01,27.46,7874.4,2.47,SIMULATED
2021-01-06,Google Ads,Non-Brand Search,Search,23989,1150,4.79,1.65,1896.89,25,2.17,75.88,1821.6,0.96,SIMULATED
2021-01-06,Google Ads,Shopping,Sales,27987,1639,5.86,1.35,2213.03,46,2.81,48.11,3579.58,1.62,SIMULATED
2021-01-06,Meta Ads,Prospecting,Acquisition,29986,575,1.92,1.05,603.55,7,1.22,86.22,427.8,0.71,SIMULATED
2021-01-06,Meta Ads,Retargeting,Conversion,17992,613,3.41,1.25,766.42,21,3.43,36.5,1823.68,2.38,SIMULATED
2021-01-07,Display,Remarketing,Conversion,11790,316,2.68,0.9,284.52,6,1.9,47.42,442.4,1.55,SIMULATED
2021-01-07,Google Ads,Brand Search,Search,31439,2866,9.12,1.1,3152.9,115,4.01,27.42,7795.52,2.47,SIMULATED
2021-01-07,Google Ads,Non-Brand Search,Search,23579,1138,4.83,1.65,1877.83,25,2.2,75.11,1802.59,0.96,SIMULATED
2021-01-07,Google Ads,Shopping,Sales,27509,1623,5.9,1.35,2190.8,45,2.77,48.68,3544.63,1.62,SIMULATED
2021-01-07,Meta Ads,Prospecting,Acquisition,29474,569,1.93,1.05,597.49,7,1.23,85.36,423.34,0.71,SIMULATED
2021-01-07,Meta Ads,Retargeting,Conversion,17684,607,3.43,1.25,758.72,21,3.46,36.13,1805.83,2.38,SIMULATED
2021-01-08,Display,Remarketing,Conversion,11589,312,2.69,0.9,281.05,6,1.92,46.84,436.8,1.55,SIMULATED
2021-01-08,Google Ads,Brand Search,Search,30904,2831,9.16,1.1,3114.48,113,3.99,27.56,7700.32,2.47,SIMULATED
2021-01-08,Google Ads,Non-Brand Search,Search,23178,1124,4.85,1.65,1854.95,25,2.22,74.2,1780.42,0.96,SIMULATED
2021-01-08,Google Ads,Shopping,Sales,27041,1603,5.93,1.35,2164.11,45,2.81,48.09,3500.95,1.62,SIMULATED
2021-01-08,Meta Ads,Prospecting,Acquisition,28972,562,1.94,1.05,590.21,7,1.25,84.32,418.13,0.71,SIMULATED
